gene_symbol,Lpgat1
gene_accession_id,MGI:2446186
pvalue,0.3424479
analysis_id,89gj1h260vv6d99
parameter_id,M-G-P_016_001_005
parameter_name,Mean-cell-volume
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
