parameter_id,JAX_OFD_020_001
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Rnf114
parameter_name,Distance travelled - total
pvalue,0.3966624
analysis_id,2r855t644215c21
gene_accession_id,MGI:1933159
