gene_symbol,Ddx27
parameter_id,MGP_PBI_011_001
parameter_name,KLRG1+ mature NK cell percentage
pvalue,0.4764105
mouse_life_stage,Early adult
gene_accession_id,MGI:2385884
analysis_id,7yzs48rz5iku5qf
mouse_strain,C57BL
