parameter_name,Periphery average speed
mouse_strain,129SV
parameter_id,IMPC_OFD_013_001
mouse_life_stage,Early adult
analysis_id,f2v320n253z6088
gene_accession_id,MGI:1921802
gene_symbol,Nipal3
pvalue,0.0857182
