gene_symbol,Secisbp2l
mouse_life_stage,Early adult
analysis_id,c89ms97xwtkb1v8
gene_accession_id,MGI:1917604
parameter_id,IMPC_EYE_001_001
mouse_strain,C57BL
parameter_name,Eye
pvalue,0.2507928
