gene_symbol,S100a3
analysis_id,3210dakvb1y2qc9
gene_accession_id,MGI:1338849
parameter_id,HRWLLA_FEA_015_001
pvalue,0.6449664
parameter_name,Cue Baseline % Freezing Time
mouse_life_stage,Early adult
mouse_strain,C57BL
