gene_symbol,Mecom
gene_accession_id,MGI:95457
mouse_strain,C57BL
parameter_name,eye size
mouse_life_stage,E12.5
pvalue,0.3850835
analysis_id,k05302cknp15v3j
parameter_id,ESLIM_001_001_117
