parameter_id,IMPC_ACS_037_001
pvalue,0.7786179
gene_symbol,Mapkap1
analysis_id,9b6yb3by157ujg4
parameter_name,% Pre-pulse inhibition - Global
mouse_life_stage,Early adult
gene_accession_id,MGI:2444554
mouse_strain,C57BL
