gene_symbol,Slc39a10
pvalue,0.8081288
parameter_name,% Pre-pulse inhibition - PPI4
mouse_strain,C57BL
parameter_id,IMPC_ACS_036_001
analysis_id,3oz99279l7a94t1
gene_accession_id,MGI:1914515
mouse_life_stage,E9.5
