parameter_id,HMGULA_CBC_015_001
gene_symbol,Frmpd1
mouse_life_stage,Early adult
gene_accession_id,MGI:2446274
analysis_id,889e7u7m0p09fu1
pvalue,0.4031262
mouse_strain,C57BL
parameter_name,Total cholesterol
