parameter_id,MGP_IMM_131_001
mouse_strain,C57BL
parameter_name,CD103+ CD11b-low cDC - % of CD45+
analysis_id,28qq57z39aop8k2
mouse_life_stage,Early adult
gene_symbol,Cldn19
pvalue,0.7657966
gene_accession_id,MGI:3033992
