gene_symbol,Ints7
parameter_name,Resting NK cells - % of CD45+
analysis_id,nj60q7q6v04ts2s
mouse_strain,C57BL
parameter_id,MGP_IMM_100_001
mouse_life_stage,E9.5
gene_accession_id,MGI:1924315
pvalue,0.9146009
