gene_symbol,Ints7
mouse_strain,C57BL
parameter_name,Aggression
analysis_id,p3o44s3n9d5l341
parameter_id,IMPC_CSD_079_001
mouse_life_stage,Early adult
gene_accession_id,MGI:1924315
pvalue,0.704058
