gene_symbol,Ahcy
pvalue,0.5977628
mouse_strain,C57BL
parameter_id,HRWLLA_OFD_020_001
analysis_id,6698gh694k589m9
parameter_name,Distance travelled - total
gene_accession_id,MGI:87968
mouse_life_stage,E9.5
