gene_symbol,Col6a3
parameter_id,IMPC_ACS_035_001
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,900k6efd4g8n0h3
gene_accession_id,MGI:88461
parameter_name,% Pre-pulse inhibition - PPI3
pvalue,0.6893964
