parameter_id,ESLIM_007_001_011
gene_symbol,Ola1
analysis_id,yp6026k9qf903h3
mouse_life_stage,Early adult
pvalue,0.4832533
mouse_strain,C57BL
parameter_name,Centre resting time
gene_accession_id,MGI:1914309
