gene_symbol,Fgb
pvalue,0.7405429
gene_accession_id,MGI:99501
analysis_id,m226oy77641091r
parameter_name,KLRG1+ Treg cells - % of CD45+
parameter_id,MGP_MLN_072_001
mouse_strain,C57BL
mouse_life_stage,Early adult
