parameter_id,MGP_CSD_066_001
gene_symbol,Dcaf12
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1916220
parameter_name,Snout morphology
analysis_id,o93f4995o325o73
pvalue,0.2373882
