parameter_name,Periphery distance travelled
gene_accession_id,MGI:99605
gene_symbol,Cntfr
mouse_life_stage,Early adult
mouse_strain,129SV
analysis_id,5b9h8b28tr3e2x6
parameter_id,HRWLLA_OFD_010_001
pvalue,0.8079274
