gene_symbol,Arpc2
mouse_strain,129SV
pvalue,0.6937659
mouse_life_stage,Early adult
parameter_name,Weight
analysis_id,48h70u6jn653e66
parameter_id,CCP_LFO_001_001
gene_accession_id,MGI:1923959
