gene_symbol,Orc2
gene_accession_id,MGI:1328306
analysis_id,127413z64xvm6n5
parameter_id,UCDLA_EYE_017_001
mouse_life_stage,E9.5
pvalue,0.8593573
mouse_strain,C57BL
parameter_name,Lens Opacity
