parameter_id,HMGULA_CBC_009_001
gene_accession_id,MGI:3650254
mouse_life_stage,Early adult
parameter_name,Calcium
pvalue,0.5147218
analysis_id,tyw2tk70lry5f0n
mouse_strain,C57BL
gene_symbol,Zfp683
