gene_symbol,Tatdn3
mouse_life_stage,Early adult
analysis_id,zx2u5d78bcdv797
parameter_id,JAXLA_GRS_011_001
gene_accession_id,MGI:1916222
pvalue,0.3785544
mouse_strain,C57BL
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
