parameter_name,Body weight
gene_accession_id,MGI:1923029
mouse_life_stage,Early adult
parameter_id,M-G-P_009_001_003
analysis_id,xdc1p1in3g7n09g
gene_symbol,Dnaaf9
mouse_strain,C57BL
pvalue,0.120984
