gene_symbol,Lpgat1
gene_accession_id,MGI:2446186
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
analysis_id,1ijlo88xjp3q3sq
parameter_id,MGP_PBI_014_001
pvalue,0.667042
parameter_name,B cell percentage
