gene_symbol,Ahcy
gene_accession_id,MGI:87968
mouse_strain,C57BL
mouse_life_stage,E12.5
analysis_id,4e1q20hpib6680l
parameter_name,Distance travelled - total
parameter_id,HRWLLA_OFD_020_001
pvalue,0.06059612
