pvalue,0.05404957
analysis_id,184f877h717x9uk
gene_accession_id,MGI:1345282
parameter_id,MGP_PBI_030_001
mouse_life_stage,Early adult
gene_symbol,Slc30a4
parameter_name,CD8+ CD44+ CD62L- alpha beta effector T cell number
mouse_strain,C57BL
