parameter_id,IMPC_OFD_016_001
pvalue,0.9512103
parameter_name,Center permanence time
gene_symbol,Cdin1
analysis_id,03nx0ea128b40m9
mouse_life_stage,E9.5
mouse_strain,C57BL
gene_accession_id,MGI:3026886
