parameter_name,Tibia length
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,IMPC_XRY_033_001
pvalue,0.7177388
gene_accession_id,MGI:1914061
gene_symbol,Duoxa2
analysis_id,699bq8g61swdept
