parameter_name,BMC/Body weight
mouse_strain,C51BL
gene_symbol,Tbl1xr1
analysis_id,wiijbrnyw7j3m75
gene_accession_id,MGI:2441730
parameter_id,JAXLA_DXA_007_001
pvalue,0.901237
mouse_life_stage,Early adult
