gene_symbol,Ubxn4
mouse_strain,C57BL
parameter_id,IMPC_EYE_062_001
parameter_name,Right total retinal thickness
analysis_id,9u5zn4j7q92knxi
gene_accession_id,MGI:1915062
mouse_life_stage,Late adult
pvalue,0.5466687
