parameter_name,Prepulse inhibition - PP3
mouse_life_stage,Early adult
gene_symbol,Kifap3
pvalue,0.3459818
gene_accession_id,MGI:107566
parameter_id,ESLIM_011_001_703
mouse_strain,C57BL
analysis_id,c1gne4cd8883s35
