parameter_name,Periphery average speed
pvalue,0.05332486
mouse_life_stage,Early adult
analysis_id,5f31r6y6qh7xj96
parameter_id,HRWLLA_OFD_013_001
gene_accession_id,MGI:104848
mouse_strain,129SV
gene_symbol,Inpp1
