parameter_name,BMC/Body weight
mouse_strain,C57BL
gene_symbol,AU040320
gene_accession_id,MGI:2140475
pvalue,0.1432995
mouse_life_stage,Early adult
parameter_id,JAXLA_DXA_007_001
analysis_id,34o558s062bfx2d
