parameter_name,Percent time in light
mouse_strain,C57BL
gene_accession_id,MGI:2444554
parameter_id,JAX_LDT_009_001
analysis_id,b866r0139ls5ff7
mouse_life_stage,E15.5
gene_symbol,Mapkap1
pvalue,0.1550069
