parameter_id,IMPC_GEL_063_001
mouse_strain,C57BL
gene_symbol,Bmi1
analysis_id,374j02bmr28h9pf
gene_accession_id,MGI:88174
pvalue,0.6529569
mouse_life_stage,E15.5
parameter_name,Delayed embryonic development
