gene_symbol,Hspa5
parameter_name,HR
gene_accession_id,MGI:95835
mouse_life_stage,E9.5
analysis_id,wyy5oouythtj61w
parameter_id,JAXLA_ECG_002_001
pvalue,0.625678
mouse_strain,C57BL
