gene_symbol,Prkcq
pvalue,0.9801235
parameter_name,Periphery permanence time
analysis_id,xgpv2thx623p962
parameter_id,IMPC_OFD_012_001
gene_accession_id,MGI:97601
mouse_life_stage,Early adult
mouse_strain,C57BL
