parameter_id,MGP_PBI_011_001
gene_accession_id,MGI:88479
mouse_life_stage,Early adult
parameter_name,KLRG1+ mature NK cell percentage
pvalue,0.4581603
gene_symbol,Cpa3
analysis_id,a5am9s75k5v316a
mouse_strain,C57BL
