gene_symbol,Frmpd1
parameter_id,IMPC_GEL_028_001
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:2446274
mouse_strain,C57BL
parameter_name,Forebrain
analysis_id,dk506jfc2131382
pvalue,0.7921804
