parameter_id,MGP_IMM_121_001
gene_symbol,Cisd2
pvalue,0.09199135
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1914256
parameter_name,Macrophages - % of CD45+
analysis_id,3acm5g5x5zo1b30
