parameter_id,IMPC_ACS_036_001
analysis_id,68niy4i40g1k32l
pvalue,0.6173192
gene_accession_id,MGI:105073
mouse_life_stage,Early adult
gene_symbol,Tnni1
parameter_name,% Pre-pulse inhibition - PPI4
mouse_strain,C57BL
