mouse_strain,C57BL
parameter_name,Shape of ribcage
analysis_id,f7nv79vd9856vv0
pvalue,0.37749
gene_accession_id,MGI:1921688
mouse_life_stage,Early adult
parameter_id,IMPC_XRY_059_001
gene_symbol,Clvs1
