parameter_name,Whole arena average speed
mouse_strain,C57BL
mouse_life_stage,Late adult
analysis_id,k5c78qt309ap6sq
gene_accession_id,MGI:2441730
pvalue,0.7458924
gene_symbol,Tbl1xr1
parameter_id,JAX_OFD_009_001
