parameter_name,Body Weight
pvalue,0.6623243
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,a473031i85062j1
gene_symbol,Nemp2
parameter_id,M-G-P_020_001_001
gene_accession_id,MGI:2444113
