gene_symbol,Orc2
parameter_name,Total NK cells - % of CD45+
pvalue,0.2978656
parameter_id,MGP_MLN_031_001
analysis_id,4c6a6b0twajmt24
mouse_strain,C57BL
gene_accession_id,MGI:1328306
mouse_life_stage,E9.5
