parameter_name,Center average speed
mouse_life_stage,Early adult
parameter_id,IMPC_OFD_017_001
mouse_strain,129SV
gene_accession_id,MGI:1923959
pvalue,0.8950261
gene_symbol,ARPC2
analysis_id,2030g4nl984122q
