gene_symbol,Dmap1
pvalue,0.4612915
parameter_name,Plasmacytoid DC - % of DC
mouse_life_stage,E9.5
analysis_id,2qpuaeqg62n75rv
parameter_id,MGP_MLN_058_001
mouse_strain,C57BL
gene_accession_id,MGI:1913483
