mouse_strain,129SV
parameter_id,JAXLA_DXA_003_001
pvalue,0.05996956
analysis_id,k382il396q0rh37
gene_symbol,Arpc2
mouse_life_stage,Early adult
parameter_name,Lean mass
gene_accession_id,MGI:1923959
