parameter_name,Phosphorus
pvalue,0.6392046
gene_accession_id,MGI:1345282
mouse_life_stage,Early adult
analysis_id,3j4drbv58234h2s
gene_symbol,Slc30a4
parameter_id,IMPC_CBC_010_001
mouse_strain,C57BL
