gene_symbol,Hpca
mouse_strain,C57BL
pvalue,0.9969866
parameter_name,B Cells
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:1336200
analysis_id,v4rjg5e049958vb
parameter_id,IMPC_IMM_063_001
