gene_symbol,Sass6
mouse_strain,C57BL
mouse_life_stage,E9.5
analysis_id,13w20f57y6q2b08
pvalue,0.4614713
gene_accession_id,MGI:1920026
parameter_name,Chloride
parameter_id,HMGULA_CBC_003_001
