gene_symbol,Nanp
analysis_id,y5k652i0jf51h34
gene_accession_id,MGI:1914561
mouse_strain,C57BL
parameter_id,MGP_PBI_032_001
pvalue,0.9109378
mouse_life_stage,E18.5
parameter_name,CD4+ KLRG1+ alpha beta T cell number
