gene_symbol,Lpgat1
mouse_life_stage,Middle aged adult
parameter_name,Number of rears - total
mouse_strain,C57BL
gene_accession_id,MGI:2446186
parameter_id,IMPC_OFD_021_001
pvalue,0.08247033
analysis_id,06s5fsury59kk74
