parameter_name,Tibia length
pvalue,0.7290419
parameter_id,TCPLA_XRY_033_001
gene_accession_id,MGI:1924360
mouse_strain,C57BL
gene_symbol,Gpbp1l1
analysis_id,7glc0956d8301sa
mouse_life_stage,Early adult
