gene_symbol,Hpca
parameter_id,MGP_MLN_032_001
parameter_name,Effector NK cells - % of NK cells
analysis_id,f383n1slx2332q1
mouse_life_stage,Late adult
pvalue,0.920926
gene_accession_id,MGI:1336200
mouse_strain,C57BL
