parameter_id,JAX_LDT_009_001
analysis_id,xd1882n9912b814
pvalue,0.6842187
parameter_name,Percent time in light
gene_symbol,Trpa1
gene_accession_id,MGI:3522699
mouse_strain,C57BL
mouse_life_stage,Early adult
