mouse_strain,129SV
gene_accession_id,MGI:1918025
analysis_id,l19xq62u88gy76a
parameter_id,IMPC_IMM_073_001
pvalue,0.2347473
mouse_life_stage,Early adult
gene_symbol,Zmynd8
parameter_name,cDCs CD11b Type
