parameter_id,JAXLA_CSD_021_001
pvalue,0.1031118
mouse_strain,C57BL
gene_accession_id,MGI:1336200
gene_symbol,Hpca
parameter_name,Hindlimbs - shape
mouse_life_stage,Late adult
analysis_id,9fq659tm139bd1k
