gene_symbol,Tnfsf8
pvalue,0.3502851
mouse_life_stage,Early adult
parameter_id,MGP_MLN_063_001
mouse_strain,C57BL
parameter_name,Total ab T cells - % of CD45+
gene_accession_id,MGI:88328
analysis_id,1rf52o1o696qwi7
