mouse_strain,C57BL
analysis_id,w723mi3myze592o
parameter_name,KLRG1+ NK cells - % of CD45+
gene_symbol,Slx4ip
parameter_id,MGP_MLN_093_001
mouse_life_stage,Early adult
gene_accession_id,MGI:1921493
pvalue,0.9356091
