gene_symbol,Col6a3
analysis_id,i50hqme9ak9zo0h
mouse_strain,C57BL
parameter_name,Tremor
mouse_life_stage,Early adult
gene_accession_id,MGI:88461
parameter_id,IMPC_CSD_030_001
pvalue,0.8205208
