parameter_name,Startle response
analysis_id,1fssev8b057g136
gene_symbol,Rap2b
parameter_id,MGP_CSD_008_001
mouse_strain,C57BL
pvalue,0.4039355
gene_accession_id,MGI:1921262
mouse_life_stage,Early adult
