parameter_id,JAX_OFD_016_001
gene_symbol,Kdm5b
gene_accession_id,MGI:1922855
pvalue,0.2073604
analysis_id,47m18bnbm9tphte
parameter_name,Center permanence time
mouse_life_stage,Early adult
mouse_strain,C57BL
